time,latitude,longitude,altitude
170508-04:26:50,51.461920,-2.587310,273
170508-04:27:51,51.459610,-2.590610,358
170508-04:30:54,51.449630,-2.603390,534
170508-04:32:56,51.439850,-2.610090,700
170508-04:33:57,51.434420,-2.611960,789
170508-04:34:58,51.428620,-2.613470,847
170508-04:53:16,51.343410,-2.626960,1982
170508-04:54:17,51.338700,-2.626830,2082
170508-04:55:18,51.333440,-2.626970,2180
170508-04:56:19,51.327750,-2.627360,2270
170508-04:57:20,51.322070,-2.626910,2344
170508-04:58:21,51.316330,-2.626120,2405
170508-04:59:22,51.310130,-2.624710,2454
170508-05:00:23,51.303910,-2.622500,2499
170508-05:01:24,51.298010,-2.620480,2551
170508-05:02:25,51.292530,-2.618160,2616
170508-05:03:26,51.287180,-2.616080,2697
170508-05:04:27,51.281950,-2.613800,2791
170508-05:05:28,51.276660,-2.611550,2898
170508-05:06:28,51.271280,-2.609590,2994
170508-05:07:30,51.265410,-2.607520,3065
170508-05:08:31,51.259880,-2.605760,3112
170508-05:09:32,51.254600,-2.604340,3148
170508-05:10:32,51.249830,-2.603090,3181
170508-05:11:34,51.244350,-2.601930,3220
170508-05:12:35,51.238090,-2.600950,3268
170508-05:13:36,51.231410,-2.600280,3331
170508-05:15:38,51.217720,-2.599190,3522
170508-05:16:39,51.211280,-2.597950,3627
170508-05:17:40,51.204980,-2.596550,3716
170508-05:18:40,51.198910,-2.596010,3791
170508-05:19:41,51.192840,-2.595770,3851
170508-05:20:42,51.186870,-2.594610,3905
170508-05:21:43,51.180840,-2.592530,3958
170508-05:22:44,51.174770,-2.590880,4013
170508-05:23:45,51.168570,-2.589900,4086
170508-05:24:47,51.162530,-2.588410,4179
170508-05:25:48,51.156990,-2.586220,4275
170508-05:26:48,51.151350,-2.584240,4372
170508-05:27:49,51.145080,-2.582190,4466
170508-05:28:50,51.138610,-2.579650,4545
170508-05:29:51,51.131770,-2.576480,4613
170508-05:30:52,51.124610,-2.572630,4681
170508-05:31:53,51.117180,-2.568480,4745
170508-05:35:03,51.094610,-2.554080,4960
170508-05:36:03,51.087290,-2.549730,5042
170508-05:37:05,51.079820,-2.545950,5129
170508-05:38:06,51.072660,-2.542630,5222
170508-05:39:06,51.065150,-2.539540,5314
170508-05:40:07,51.057460,-2.536460,5403
170508-05:41:08,51.049720,-2.533860,5493
170508-05:42:10,51.042000,-2.531640,5573
170508-05:43:11,51.034660,-2.529010,5651
170508-05:44:10,51.027500,-2.526140,5731
170508-05:45:12,51.019980,-2.523580,5821
170508-05:46:13,51.012250,-2.522080,5911
170508-05:47:14,51.004550,-2.521050,5993
170508-05:48:15,50.996940,-2.519600,6077
