time,latitude,longitude,altitude
161211-05:26:03,51.467400,-2.567400,221
161211-06:00:09,51.366600,-2.291900,1023
161211-07:00:01,51.107000,-1.716000,3384
161211-08:00:23,50.699900,-0.711900,6334
161211-09:00:02,50.234891,0.225808,10370.82
161211-10:01:03,49.887300,1.210400,14972
161211-11:00:35,49.697200,2.061500,15179
161211-12:00:29,49.464500,3.011700,15147
161211-13:00:17,49.202900,3.994200,15164
161211-14:00:10,48.868200,4.930700,15143
161211-15:00:17,48.566800,5.815100,15185
161211-16:01:58,48.225200,6.659600,15137
161212-06:58:11,43.675764,19.475699,15069.6168
161212-07:00:15,43.666177,19.508461,15049.8048
161212-08:00:13,43.322099,20.421184,15011.7048
161212-09:00:08,43.081638,21.210377,14963.5464
161212-10:00:04,43.054583,22.017337,14935.8096
161212-11:00:00,43.052866,22.902842,14912.6448
161212-12:00:58,42.954206,23.967679,14977.5672
161212-13:00:55,42.854985,25.058893,14852.5992
161212-14:00:51,42.803447,26.123940,14889.7848
161213-05:15:46,44.589999,44.860745,14715.744
161213-06:00:12,44.796496,45.916572,14791.6392
161213-07:03:14,45.060174,47.474376,14819.6808
161213-08:25:56,45.462000,49.477452,14755.6728
161213-09:40:00,45.864861,51.246867,14722
161213-10:42:00,46.229325,52.780582,14722
161213-11:44:00,46.560933,54.334165,14752
161213-12:46:00,46.835782,55.872857,14752
161214-03:41:14,51.912395,81.168437,14754.7584
161214-05:06:00,52.023319,83.485464,14752
161214-06:04:12,52.143093,84.932990,14749.5768
161214-07:01:16,52.315956,86.336601,14813.5848
161214-08:26:00,52.513076,88.756262,14781
161214-09:06:03,52.566456,89.905357,14863.572
161215-01:14:00,46.654668,110.741740,14693
161215-02:16:00,46.106286,111.586187,14722
161215-03:18:00,45.562975,112.568593,14664
161215-04:20:00,44.982438,113.518342,14693
161215-05:22:00,44.430110,114.572825,14693
161215-06:24:00,43.790805,115.696298,14664
161215-07:26:00,43.192673,116.765104,14635
161215-08:02:57,42.850386,117.345941,14710.5624
161215-22:01:10,38.948483,135.270073,14526.768
161215-23:00:35,39.293532,136.777411,14532.5592
161216-00:00:29,39.534377,138.439025,14560.6008
161216-01:00:25,39.815381,140.141697,14674.596
161216-02:00:21,40.172086,141.833679,14532.5592
161216-03:00:18,40.589201,143.476476,14488.668
161216-04:00:16,41.000851,145.147897,14479.524
161216-05:00:12,41.455490,146.668277,14535.6072
161216-06:01:10,42.098119,148.181642,14490.8016
161216-09:52:00,44.296856,154.474181,14489
161216-21:20:00,50.999509,171.995002,14345
161216-22:22:00,51.618251,173.530586,14345
161216-23:24:00,52.164476,175.289416,14374
161217-00:26:00,52.497624,176.940844,14345
161217-01:28:00,52.763085,178.382216,14345
161217-02:30:00,52.968666,179.821614,14374
161217-03:32:00,53.144104,-178.784362,14374
161217-04:13:00,53.264004,-177.903399,14374
161217-19:07:00,57.493560,-160.234739,14345
161217-20:07:00,57.655644,-159.215470,14402
161217-21:09:00,57.951733,-157.965421,14431
161217-22:11:00,58.134388,-156.765855,14431
161217-23:09:04,58.179783,-155.489470,14490.8016
161218-00:05:54,58.217530,-154.023863,14523.72
161218-01:07:54,58.104955,-152.708983,14478.6096
161218-02:13:00,58.035393,-151.406751,14489
161218-16:55:27,54.972527,-128.614550,14689.5312
161218-17:01:37,54.911308,-128.446869,14778.5328
161218-18:01:33,54.264933,-127.176008,14922.7032
161218-19:00:31,53.489449,-126.011971,14893.7472
161218-20:00:00,52.708636,-124.786126,14870
161218-21:01:22,51.920032,-123.539223,14939.772
161218-22:00:15,51.236258,-122.388674,14782.8
161218-23:00:13,50.611665,-121.372634,14990.6736
161219-00:00:08,50.113067,-120.390543,15128.748
161219-14:30:52,41.281882,-108.595139,15166.5432
161219-15:00:09,41.220216,-108.304511,15254.6304
161219-16:00:05,41.178239,-107.706673,15305.532
161219-17:00:01,41.062264,-107.002609,15255.5448
161219-18:01:02,40.938602,-106.280306,15277.7952
161219-19:00:56,40.733523,-105.567690,15209.52
161219-20:00:51,40.400576,-104.664938,15271.6992
161219-21:00:49,40.129211,-103.805458,15404.592
161219-22:00:45,40.083518,-102.971475,15210.7392
161219-23:01:44,40.052672,-101.942115,15251.5824
161220-12:45:44,39.252753,-83.630101,15355.5192
161220-13:03:32,39.241774,-83.256822,15339.6696
161220-14:01:00,39.223077,-81.968561,15323
161220-15:10:50,39.276883,-80.461675,15346.68
161220-16:00:27,39.368229,-79.366239,15341.8032
161220-17:00:40,39.488945,-78.013766,15332.6592
161220-18:00:54,39.605724,-76.623733,15349.728
161220-19:00:02,39.779721,-75.232365,15354.6048
161220-20:00:04,39.983073,-73.784399,15356.7384
161220-21:00:32,40.209374,-72.283761,15341.8032
